L_mm,W_mm,h_mm,er,Resonant_freq_Hz,Feed_type,Inset_position,Bandwidth_MHz,S11_min_dB,Peak_gain_dBi,Efficiency_pct,VSWR,L_norm,W_norm,h_norm,freq_norm,bw_norm,gain_norm,eff_norm
35.479120971119265,43.41764221205551,0.8496504852321243,4.0,8404392121.036413,1,0.5408794764439017,131.2143255323431,-21.719448357352753,7.296599823952483,70.47128947594884,1.1787450373858512,0.7734181644858794,0.737308296866763,0.06161194050360885,0.6403851791641256,0.8295709408540924,0.716716763624519,0.017947210967567063
28.77756879504105,47.1600721680927,1.1666096332292113,4.0,4015349753.923832,1,8.84497945376385,105.35055856463066,-18.589816941088174,5.142693575379711,81.3755440145797,1.2666166224027728,0.43620766431501506,0.887379125316077,0.45824591750493576,0.2011283104013114,0.5941124500305753,0.35629819198817164,0.45464634681653315
37.171958398227645,48.02642993237979,0.9032240457456334,4.4,10880586950.148697,1,15.899313509449536,66.93402219130874,-29.987153926002527,8.111207134479265,85.45184595610222,1.0654106890304555,0.8585988122678737,0.9221199298060376,0.1286524234897307,0.8882036088135273,0.24437609150162407,0.8530270619483831,0.6178961617411448
33.947360581187276,37.59082312957748,0.9218613681260606,4.4,10117523712.192652,1,12.666361802325941,122.02425007263298,-17.102537706442753,4.445862961578704,81.50988967732559,1.3244895479382441,0.6963426342714512,0.5036538057463253,0.1519746571060092,0.8118359776682642,0.7459063570755998,0.23969576573816342,0.46002669029790894
21.88354695775299,38.00687786851422,1.3058262504241682,4.0,5495636114.520338,0,0.0,49.29289852447791,-15.636484157441267,6.230360940519748,73.26613140064256,1.39596441253094,0.08931242409900648,0.5203375326526306,0.632457770646384,0.3492758781942574,0.08377487822095864,0.5383003187840804,0.12987646289618704
39.51244703273512,44.996760269095915,1.1143419132561867,3.0,7786092968.125244,0,0.0,125.18596178936615,-18.657812690224155,4.104835302895095,79.93685209226621,1.2642629134941514,0.9763681472442902,0.8006306723883236,0.3928395275247262,0.5785055874104619,0.7746899395355861,0.18263074644464553,0.39702888044124096
35.222794039807056,32.86126729360503,1.5374819601239962,3.2,3410272999.500146,0,0.0,104.8983744467315,-20.06882365912768,5.9718036983150515,80.2913923782434,1.220275211705284,0.7605202371932152,0.31399939114420444,0.9223453666155405,0.14057202083326015,0.5899958574975612,0.49503528253498685,0.41122769026921896
35.72128610553908,45.93455905862672,1.0553251956864562,3.0,11723462479.33598,1,15.06288856241874,52.182535023604174,-13.801270525765833,3.9147990538703175,74.69289806124397,1.5130172130244202,0.7856034946834335,0.8382362502927597,0.318987627217809,0.9725588814993945,0.11008154306070138,0.15083150101415177,0.1870163403206716
22.562272653510917,37.353541162935585,1.380944102707121,3.2,11028926876.302835,0,0.0,48.74561194016073,-16.372545656695163,3.9694717462291313,88.90767786177383,1.358032551200729,0.12346472573478755,0.49413883773668016,0.7264581889433803,0.9030495196124793,0.07879249211486083,0.15998002068650713,0.7562970768609756
29.00771875791134,27.89641810838171,1.1688795441239261,4.0,11218975064.992004,1,8.384473273984852,122.59199667801087,-24.43851920559954,6.673340262252094,78.03501700356192,1.1276354323716642,0.44778841188732066,0.11490975176420089,0.46108642168756836,0.9220696076624764,0.7510750070653456,0.6124251673047637,0.32086322080609037
27.415960484651624,26.801478676823592,1.327961040903423,3.0,5321630477.034516,0,0.0,72.22294971542209,-10.818533238400285,4.582716253054601,84.7246822642154,1.808154345391078,0.36769389208442715,0.07100285984477467,0.6601566398330169,0.33186133418305835,0.29252541539776467,0.2625957725839391,0.5887743400941248
38.53529977697204,46.04983027598658,1.2797562853727924,3.2,3691347073.8285575,1,7.279102915713622,137.82320358439347,-15.854656116093185,4.034203359385484,82.89325452396919,1.384255389132396,0.9271997894968642,0.8428586072343103,0.5998345320241378,0.16870201080670566,0.8897368267482489,0.17081172497678832,0.5154283897862034
