L_mm,W_mm,h_mm,er,Resonant_freq_Hz,Feed_type,Inset_position,Bandwidth_MHz,S11_min_dB,Peak_gain_dBi,Efficiency_pct,VSWR,L_norm,W_norm,h_norm,freq_norm,bw_norm,gain_norm,eff_norm
10.434021885226201,15.567540146980079,0.8669741319560367,4.4,10364703726.496286,1,4.017104978470432,209.46344767579663,-26.825668678779707,5.596494848437436,76.48129492787999,1.0955001980602939,0.34759595594133663,0.6965139748524024,0.5240225963360168,0.6825598364034705,0.9380243550199086,0.3194304471782948,0.2492685858765394
14.616236215775686,17.173471260621852,0.9551054650545695,3.0,9107642037.604445,0,0.0,159.11864352973078,-24.40754527014689,8.023362315746501,93.31945620544906,1.1281206026130763,0.9453007871332693,0.8974264700888279,0.6500172624023031,0.05366564466464201,0.6416564220031434,0.8050282685059298,0.8980412529162077
14.71257091875517,14.73373771392659,1.0992228463821807,2.2,9440719745.545223,0,0.0,217.77029119878802,-22.603094746129614,5.471082151391664,74.32153407563895,1.16007125116439,0.9590685457490052,0.5921998321497989,0.8560509248503558,0.22030077305384277,0.9869247745678718,0.294336315227292,0.16605321662224432
9.606303286300523,15.277438630817437,1.068271986134592,3.2,9368743621.397339,1,3.499344924191361,145.46755610790206,-29.402628039065213,8.934022824671551,84.04275714063151,1.070123712099586,0.22930182600364538,0.660220376086554,0.8118028332323686,0.18429190664699138,0.5612957049190014,0.9872445473344773,0.5406109673645679
11.433144664329507,10.311153256021395,1.1909654253488888,4.0,9351811802.170061,0,0.0,66.25120423275615,-23.949501816685192,5.885161256109602,93.42263302055585,1.1355283831186835,0.4903864647064613,0.03890556486544771,0.9872083145615381,0.17582110297705072,0.09496781141382146,0.37719041163630745,0.9020166452651731
13.257648510233903,12.416759461511807,1.197248959288363,4.4,10624189013.311546,1,1.5626314193372266,82.30677475408535,-26.71833364661181,8.483235888818182,94.97233715412997,1.0967450945294206,0.7511370329543684,0.3023306851192336,0.9961914052806482,0.8123774827145751,0.18948315077249248,0.8970454916043858,0.9617265902697166
14.540257469941448,15.459375823206958,1.0658980147618031,4.0,10846689996.054113,1,3.1426120002763946,57.67173219609305,-14.098612486168289,4.046854250646652,79.14048356254399,1.491509509530049,0.9344422179965074,0.6829819098713974,0.8084089468601853,0.9236922868641918,0.04446249240406078,0.009359086354277305,0.35172685755082106
9.507950105512979,15.495027824046028,0.8384264921803481,4.0,9553148795.594212,1,1.5446064546451994,215.22431400667529,-31.85086993339994,5.081666879730175,81.59236483360588,1.0524479670660079,0.2152455948606362,0.6874422085653465,0.4832102063033238,0.2765477951239,0.9719372100965689,0.21641726523475038,0.44619759727526487
11.321939337278833,12.925819061216671,0.6789867242394899,4.4,10639509123.186005,1,4.299964631510948,160.95976191220987,-34.762016157600975,5.082306209027027,79.34216426366463,1.0372340360972125,0.4744934578017353,0.36601737350328745,0.25527129271699295,0.8200419658517082,0.6524946496754848,0.21654519019062213,0.3594975947589728
11.44017726224287,13.174311264468518,0.8253082166259398,3.0,10779785386.222372,0,0.0,204.47595072599464,-26.38249666217788,6.761840561871896,80.1831860516958,1.1007510927016313,0.4913915346087718,0.3971053748366136,0.4644560051613156,0.8902206435108521,0.9086641422430008,0.5526073087745879,0.3919020799913548
14.714319820243297,12.806739775652243,1.0786344616207777,2.2,10025940910.459064,1,0.017548404955664253,81.34514795063504,-12.993173196741413,6.862011826683179,90.74377063813259,1.5774794797650178,0.9593184915399459,0.35111977534948713,0.8266172765478048,0.513080510714444,0.18382228163403622,0.5726508210830406,0.7988003460608047
10.677848424329557,15.023645739512226,0.813339472179658,3.2,9489929202.137592,1,3.388680807921388,90.19986061361772,-25.485317824135663,6.388660947531673,81.58519228612683,1.1123300319570135,0.3824426397495615,0.6284692239778148,0.4473452012426228,0.2449197250933776,0.23594787699382314,0.4779368909917691,0.4459212397395014
10.255639389593473,17.56627032632652,0.6231830924301954,4.4,10648483192.194822,0,0.0,92.89436811947584,-30.8143194828562,8.631982038335781,75.23290424496754,1.0592928235146573,0.3221022650367513,0.9465682045921832,0.17549308322097548,0.8245315942651587,0.2518098042285075,0.9268084708810049,0.20116821793793827
10.944976497431409,15.997426179584277,0.7256116127031473,3.0,9427525926.75019,1,4.036094823327553,206.10691200642705,-29.59837346385001,5.485631186752818,93.25499526538465,1.0685075501398325,0.4206194827376612,0.7502955316976002,0.321927350736546,0.21370005005005352,0.9182652248514412,0.29724746714183353,0.8955575793537517
9.552807652240254,13.062588569226795,0.8838206936868924,3.0,10482934104.46942,0,0.0,55.21245051827441,-16.06409434166444,5.144778695013983,77.4838097241407,1.3733917430991474,0.2216564505163261,0.38312813429069054,0.5481068447527649,0.7417091992799547,0.029985283883267093,0.22904546204181822,0.28789538053631186
10.895306659381102,14.721423884287024,0.5894847035313389,3.0,10259880409.179361,0,0.0,169.2555047204214,-12.987446004818693,4.479411298640268,82.43448707322544,1.5779704499429914,0.413520874244469,0.5906592914517665,0.12731705879233826,0.6301178790978396,0.7013297219458071,0.09591047942994346,0.4786444827970951
13.32574733225164,13.655642280572954,1.0721350940798797,4.0,10854814517.050335,1,3.7006643222067823,166.5422309550174,-21.76517767617159,7.007034393706236,72.48863935726581,1.1777230528138296,0.7608694358637939,0.45732303589240275,0.8173256249391543,0.9277568957138085,0.685357322187763,0.6016687396708333,0.09543196675774966
10.86050664568663,17.842360781994003,0.9600256930834263,2.6,9463816377.212837,0,0.0,61.7673818532474,-25.623263905276616,7.815025609379132,95.59546201814278,1.110462386328765,0.4085473997482447,0.9811089279693684,0.6570513383168556,0.23185576485165843,0.0685726114886438,0.7633416695971128,0.9857355288503717
8.66900167851916,16.153044536589924,0.7414563835022758,2.6,10598250257.240166,0,0.0,219.9368829549799,-34.377424938465644,6.869320923845198,93.80248536860447,1.0389525480314148,0.0953465441897456,0.7697644068847159,0.3445794148270899,0.7994006072132607,0.9996789868717034,0.5741133161329594,0.9166523181787632
8.946004112669678,10.669228406044379,0.8172902689876399,2.6,10036330073.70543,1,1.766721270846497,212.31696419776964,-28.16270664235965,4.233595695545212,82.7691952904792,1.0813211994526268,0.13493459015245374,0.08370311020357406,0.4529933550491799,0.5182780952724659,0.9548223306559387,0.04672463680803311,0.4915407568740688
11.951344993053564,15.161492753009327,0.5087116541023251,3.0,9463111249.634134,1,2.1093608830527546,217.42833424888724,-29.76808951387363,5.150110579618522,73.32636548595292,1.0671374559843736,0.5644455194376237,0.6457147877553217,0.011841971418065407,0.23150299724876372,0.9849117550290772,0.23011233181629556,0.12770947056579113
10.442472102196092,16.432654054620308,0.6355606313499085,2.6,9331807986.48149,0,0.0,87.76773971758337,-18.02196997704274,4.522712912869639,92.41548468760243,1.2872160393273562,0.34880362611515586,0.8047453880003665,0.19318830951657853,0.16581341313149744,0.22163055755975977,0.10457480486715713,0.8632113209008563
12.193811406589566,14.979492608061904,0.5754044833180925,3.2,9995577936.995588,0,0.0,165.81752433548314,-31.070575026595286,4.853058625474214,87.36538112819787,1.0575195144935252,0.5990978197067992,0.6229453781933779,0.10718763851085511,0.49789024771952806,0.6810911460347723,0.1706744829445828,0.6686313367177835
